"city","latitude","longitude","region"
"calderón",-1.43554,-73.52612,"amazonas"
"nazareth",-4.10028,-70.04167,"amazonas"
"san francisco",-1.36667,-72.85,"amazonas"
"recreo",1.51667,-70.53333,"amazonas"
"piedras",-1.07333,-73.28722,"amazonas"
"puerto toledo",-0.97442,-74.26517,"amazonas"
"puerto toro",-2.36942,-70.65843,"amazonas"
"retiro",-2.26667,-71.08333,"amazonas"
"supaiposa",-1.19654,-73.7575,"amazonas"
"pamá",-1.50693,-71.3528,"amazonas"
"las lunas",-0.43333,-74.01667,"amazonas"
"santa catalina",-0.9,-72.41667,"amazonas"
"santa rosa menaje",-1.73333,-72.56667,"amazonas"
"morelia",-1.43778,-71.58583,"amazonas"
"pamar",-1.51667,-71.45,"amazonas"
"noisais",-1.28889,-73.44528,"amazonas"
"la manigua",-3.18333,-70.2,"amazonas"
"araras de coemas",-1.21667,-72.33333,"amazonas"
"puerto alfonso",-2.19978,-70.98963,"amazonas"
"arambaza",-2.06667,-73.1,"amazonas"
"san jorge",-4.14583,-69.90889,"amazonas"
"faiajenes",-0.76667,-73.31667,"amazonas"
"monos",-0.53333,-73.68333,"amazonas"
"mediodía",-2.08333,-72.10121,"amazonas"
"cartagena",-2.44494,-72.2897,"amazonas"
"san francisco",-3.78277,-70.4,"amazonas"
"puerto tolima",-2.18333,-71.61667,"amazonas"
"puerto maría manteca",-1.41417,-70.6125,"amazonas"
"puerto reyes",-0.67038,-74.34264,"amazonas"
"barranquilla",-2.41077,-70.57623,"amazonas"
"alpena",-1.01667,-74.06667,"amazonas"
"puerto palmas",-2.61667,-70.18333,"amazonas"
"pacoa",0.05507,-71.22203,"amazonas"
"soledad",-1.84696,-72.45344,"amazonas"
"sabana",-0.75,-72.46667,"amazonas"
"puerto elvira",-2.43979,-72.85258,"amazonas"
"los mirañas",-1.32083,-70.81111,"amazonas"
"indostán",-1.89308,-72.34763,"amazonas"
"puerto córdoba",-1.24583,-69.72194,"amazonas"
"alianza",-2.88333,-69.76667,"amazonas"
"amacocha",-1.38522,-73.55408,"amazonas"
"characa",-2.81667,-69.78333,"amazonas"
"santa lucía",-2.40964,-72.38797,"amazonas"
"puerto inmaculada",-1.52823,-73.47459,"amazonas"
"orientes",-0.46667,-72.7,"amazonas"
"tolima b",-1.52773,-71.98349,"amazonas"
"tribus yacunas",-0.83333,-70.96667,"amazonas"
"atenas",-0.6,-72.9,"amazonas"
"tarapacá",-2.892,-69.742,"amazonas"
"sabana",-1.16667,-72.46667,"amazonas"
"san antonio",-0.68842,-74.33562,"amazonas"
"santa ana",6.07308,-75.10087,"amazonas"
"abisinia",-1.38333,-72.2,"amazonas"
"san martín",-3.77083,-70.3,"amazonas"
"santa catalina",-2.23333,-73.13333,"amazonas"
"pupuña",-1.83804,-71.10102,"amazonas"
"morelia",-1.16667,-72.03333,"amazonas"
"yauna moloca",-0.86667,-70.13333,"amazonas"
"puerto carlos",-1.85653,-71.57006,"amazonas"
"esperanza",-0.94338,-73.68694,"amazonas"
"quinché",-0.5166,-73.54224,"amazonas"
"puerto caimán",-1.56663,-70.03331,"amazonas"
"bárbara",-0.88339,-72.50129,"amazonas"
"el encanto",-1.74909,-73.20851,"amazonas"
"yaguas",-2.76278,-70.06028,"amazonas"
"internado santa sofia",-3.93333,-70.15,"amazonas"
"santa sofía",-4.00306,-70.14,"amazonas"
"los monos",-0.63083,-73.18111,"amazonas"
"puerto mariti",-1.16667,-69.98333,"amazonas"
"tomás",-1.36667,-69.76667,"amazonas"
"guidones",-1.16667,-73.23333,"amazonas"
"junín",-0.80929,-73.94648,"amazonas"
"san antonio",-2.26667,-73.13333,"amazonas"
"ricaurte",-1.11889,-70.23833,"amazonas"
"las lunas",-0.88472,-73.83839,"amazonas"
"huarumes",-1.46667,-72.41667,"amazonas"
"coraros",-0.4,-74.03333,"amazonas"
"santa rosa",-0.94971,-72.84335,"amazonas"
"buenos aires",3.18333,-70.3,"amazonas"
"puerto pupuña",-2.30786,-70.76081,"amazonas"
"puerto porvenir",-2.54307,-70.25218,"amazonas"
"santa lucía",-1.90547,-72.29728,"amazonas"
"argelia",-1.31932,-73.43327,"amazonas"
"san juan de soco",-3.73611,-70.49278,"amazonas"
"el refugio",-0.57356,-74.38396,"amazonas"
"leticia",-4.21528,-69.94056,"amazonas"
"purna susa",-1.66565,-73.22751,"amazonas"
"gavilanes",-1.06667,-71.88333,"amazonas"
"puerto miraña",-1.33333,-70.31667,"amazonas"
"puerto tumaco",-2.35671,-72.60646,"amazonas"
"san salvador",-2.26469,-71.47192,"amazonas"
"buenos aires",-3.16667,-69.98333,"amazonas"
"san antonio",-1.2,-72.95,"amazonas"
"puerto belén",-2.15,-73.05,"amazonas"
"villa ciencia",-2.91667,-69.91667,"amazonas"
"puerto nariño",-3.78889,-70.35584,"amazonas"
"caserio el chorro",-3.79313,-70.34447,"amazonas"
"burí burí",-2.35092,-72.08576,"amazonas"
"caserio paraiso",-3.75429,-70.41073,"amazonas"
"la chorrera",-0.73333,-73.01667,"amazonas"
"último retiro",-0.38333,-73.61667,"amazonas"
"loreto mocagua",-3.84667,-70.21944,"amazonas"
"gaudencio",-2.49595,-70.30635,"amazonas"
"remolino",-1.25627,-73.62528,"amazonas"
"puerto lópez",-2.22255,-70.86066,"amazonas"
"puerto castro",-1.72533,-73.2226,"amazonas"
"delgado",-1.34711,-73.43378,"amazonas"
"puerto tolosa",-1.03333,-74.15,"amazonas"
"calderón",-3.76667,-69.88333,"amazonas"
"tacna",-2.4,-70.61667,"amazonas"
"san francisco de orellana",-4.15417,-69.98028,"amazonas"
"los patricio",-0.97027,-71.6801,"amazonas"
"renaldo rivadeneira",0.61582,-74.39429,"amazonas"
"cachorras",-1.23333,-72.18333,"amazonas"
"quebrada san rafael",-1.45,-72.8,"amazonas"
"puerto boyacá",-2.28709,-70.78333,"amazonas"
"puerto reyes",-0.98333,-73.28333,"amazonas"
"villa flor",-2.47175,-70.45243,"amazonas"
"concepción",-0.88315,-72.84222,"amazonas"
"puerto macedo",-1.18333,-71.9,"amazonas"
"maquias",-0.58333,-72.98333,"amazonas"
"naimenes",-0.65,-73.4,"amazonas"
"mequeranio",-1.43333,-71.51667,"amazonas"
"san cristóbal",-2.35,-73.03333,"amazonas"
"simón bolivar",-4.14667,-69.97778,"amazonas"
"santa clara",-2.7,-69.73333,"amazonas"
"santa elena",-4.1575,-69.97944,"amazonas"
"san sebastián",-0.64275,-74.36365,"amazonas"
"puerto alegría",-1.03333,-74.03333,"amazonas"
"occidente",-0.98808,-73.099,"amazonas"
"gondar",-1.51667,-72.05,"amazonas"
"campoamor",-0.8257,-71.08624,"amazonas"
"unión",-0.97972,-73.64017,"amazonas"
"matarca",-0.5,-72.63333,"amazonas"
"zaragoza",-3.91389,-70.17361,"amazonas"
"providencia",-1.15,-72.56667,"amazonas"
"el palmar",-4.14722,-69.99333,"amazonas"
"puerto victoria",-0.93333,-74.26667,"amazonas"
"san fernando",-4.15361,-69.95667,"amazonas"
"san josé",-1.62448,-73.2466,"amazonas"
"hayos",-1.25,-73.6,"amazonas"
"puerto cahuinari",-1.36667,-70.71667,"amazonas"
"puerto santander",-0.62169,-72.38395,"amazonas"
"santa teresa",2.11667,-73.05,"amazonas"
"pisagua",-1.39528,-73.39533,"amazonas"
"guacayá",-0.99194,-70.41833,"amazonas"
"palmeras",-3.81361,-70.26389,"amazonas"
"tarqui",-1.63333,-73.45,"amazonas"
"ararac",-0.8,-72.33333,"amazonas"
"sacanía",-1.38333,-72.55,"amazonas"
"purma",-2.12791,-72.01304,"amazonas"
"monatoy",-1.45,-73.05,"amazonas"
"san vicente de los lagos",-2.33333,-73.06667,"amazonas"
"macharagos",-0.58333,-72.65,"amazonas"
"santa julia",-1.84971,-72.39298,"amazonas"
"santa clara",-2.76667,-69.68333,"amazonas"
"la pedrera",-1.32391,-69.57436,"amazonas"
"sabana",-1.13333,-72.55,"amazonas"
"porvenir",-0.66667,-73.53333,"amazonas"
"menaje",-1.15,-72.7,"amazonas"
"puerto carranza",-2.6,-70.18333,"amazonas"
"ipunas",-0.53333,-73.56667,"amazonas"
"palermo",0.4,-73.46667,"amazonas"
"pimente",0.8,-72.91667,"amazonas"
"suariza",-1.41667,-72.46667,"amazonas"
"bocas de cahuinarí",-1.4275,-70.74306,"amazonas"
"la chorrera",-1.44282,-72.78934,"amazonas"
"san isidro monochoa",-0.71028,-72.55361,"amazonas"
"san juan de loreto yacu",-3.61592,-70.56802,"amazonas"
"macedonia",-3.88333,-70.18806,"amazonas"
"san juan de atacuari",-3.76667,-70.63333,"amazonas"
"socha",-1.16582,-73.87952,"amazonas"
"puerto arica",-2.14853,-71.7548,"amazonas"
"dorado",-1.58333,-73.3,"amazonas"
"angostura",-0.45,-72.51667,"amazonas"
"barras",-1.757,-73.20387,"amazonas"
"tolima",-0.83333,-72.3,"amazonas"
"san rafael",-1.6952,-73.22503,"amazonas"
"purma",-1.9,-72.05,"amazonas"
"pensamiento",-2.45114,-70.47722,"amazonas"
"el porvenir",-4.16389,-69.97806,"amazonas"
"santa isabel",-1.10396,-71.08425,"amazonas"
"guamio",-0.65,-73.3,"amazonas"
"chanaumes",-0.86667,-71.98333,"amazonas"
"patio bonito",-0.68065,-72.53611,"amazonas"
"tolima a",-1.2,-72.26667,"amazonas"
"los guadales",-4.17083,-69.97333,"amazonas"
"morelia",-1.45,-72.06667,"amazonas"
"bellavista",-1.26909,-72.93076,"amazonas"
"mirití paraná",-1.23639,-69.92194,"amazonas"
"manduca",-1.4,-69.88333,"amazonas"
"equireyes",-0.7,-72.85,"amazonas"
"granada",-1.06867,-73.57181,"amazonas"
"fitata",-0.79971,-72.83384,"amazonas"
"puerto césar",8.02726,-76.72612,"amazonas"
"la chorrera",-1.3,-72.86667,"amazonas"
"cuira",-0.45944,-73.59083,"amazonas"
"puerto nemulcaro",-1.05,-72.83333,"amazonas"
"puerto colombia",-4.19083,-69.96222,"amazonas"
"argelia",-0.93333,-73.71667,"amazonas"
"santa maría",-2.05,-73.08333,"amazonas"
"reserva",-1.24963,-73.453,"amazonas"
"providencia",-1.75,-72.5,"amazonas"
"jidina",-1.25028,-73.2488,"amazonas"
"perca",0.63333,-74.33333,"amazonas"
"valderrama",-1.13333,-72.56667,"amazonas"
"ronda",-4.13972,-69.99639,"amazonas"
"itiquines",-0.61667,-73.2,"amazonas"
"nueva esperanza",-4.17167,-69.98028,"amazonas"
"lozano",-4.14417,-69.9875,"amazonas"
"victoria",-4.15,-69.95,"amazonas"
"ávila",-1.03972,-70.33806,"amazonas"
"san andrés",-1.41667,-73.51667,"amazonas"
"itiquilla",-1.23541,-73.6763,"amazonas"
"puerto espinoza",-0.88039,-74.26606,"amazonas"
"tatapaca",-2.86667,-69.75,"amazonas"
"san sebastián",-4.18111,-69.94944,"amazonas"
"puerto el porvenir",-2.53333,-70.23333,"amazonas"
"puerto ñeque",-1.72861,-73.47012,"amazonas"
"alegría",-2.61667,-70.08333,"amazonas"
"puerto grau",-2.7,-70.05,"amazonas"
"la milagrosa",-4.17944,-69.97583,"amazonas"
"camilo torres",-4.175,-69.94056,"amazonas"
"san francisco",-1.10517,-71.10694,"amazonas"
"camaritagua",-1.2667,-69.7167,"amazonas"
"urrao",6.31696,-76.1342,"antioquia"
"la hondura",6.63694,-75.77028,"antioquia"
"la amalia",6.85417,-76.15838,"antioquia"
"la lluvia",7.09765,-75.39064,"antioquia"
"guarco",6.72722,-75.94222,"antioquia"
"santa fe",6.83895,-76.01843,"antioquia"
"la escondida",6.19265,-75.51381,"antioquia"
"la sierra",5.55323,-75.66815,"antioquia"
"pató",7.49711,-74.92514,"antioquia"
"la graciela",7.28667,-75.46222,"antioquia"
"canastos",7.09096,-75.33014,"antioquia"
"el vergel",6.92417,-75.60111,"antioquia"
"san joaquín",5.95972,-75.66,"antioquia"
"el poma",6.82861,-76.21667,"antioquia"
"la hondita",6.7825,-75.7825,"antioquia"
"la esperanza",7.16374,-75.38763,"antioquia"
"el vergel",7.30214,-74.68252,"antioquia"
"la meseta",7.04333,-75.2125,"antioquia"
"la selva",6.62028,-76.08917,"antioquia"
"la habana",7.2326,-75.40482,"antioquia"
"guacamaya",6.56943,-75.54745,"antioquia"
"alta mira",7.91651,-74.90921,"antioquia"
"damaquiel",8.74015,-76.60592,"antioquia"
"buenos aires",6.85389,-76.01556,"antioquia"
"bengala",7.00278,-75.26056,"antioquia"
"dabeiba viejo",6.95,-76.26667,"antioquia"
"el venado",7.62833,-76.65222,"antioquia"
"la muriela",6.665,-76.11833,"antioquia"
"guayabal",6.8225,-76.07611,"antioquia"
"la estrella dos",7.71694,-76.6675,"antioquia"
"cascaro blanco",6.77811,-76.09852,"antioquia"
"la mesa norte",5.91667,-74.85,"antioquia"
"el tablado",6.99583,-75.56111,"antioquia"
"aranzazu",6.18412,-75.50522,"antioquia"
"vereda la culebra",6.28174,-75.66631,"antioquia"
"limoncito",6.25,-75.55,"antioquia"
"pavarandocito",7.29722,-76.52694,"antioquia"
"campanas",6.66889,-76.01972,"antioquia"
"el puerto",6.96833,-75.92167,"antioquia"
"yarumal",8.12355,-76.7364,"antioquia"
"la linda",7.163,-75.49338,"antioquia"
"río viejo",8.01844,-75.16946,"antioquia"
"san sebastián",6.35,-75.71667,"antioquia"
"la quiebra",7.285,-75.95639,"antioquia"
"chachafruto",6.37329,-75.5737,"antioquia"
"venecia",6.75278,-75.51083,"antioquia"
"la moisiega",6.89528,-75.78056,"antioquia"
"génova",6.81167,-75.76333,"antioquia"
"el topacio",6.72667,-75.58611,"antioquia"
"el jilguero",6.86139,-76.03,"antioquia"
"la garcia",7.10333,-75.43389,"antioquia"
"bellavista",7.10833,-75.57694,"antioquia"
"el progreso",6.27798,-75.57676,"antioquia"
"los olivares",6.17547,-75.62151,"antioquia"
"morrón",6.67889,-76.25528,"antioquia"
"alfonso lópez",6.28456,-75.57808,"antioquia"
"puerto collón",5.76667,-74.66667,"antioquia"
"argentina",7.1,-73.95,"antioquia"
"cuchiflía",7.04194,-75.27722,"antioquia"
"el brasil",6.48722,-74.60833,"antioquia"
"los palacios",6.1516,-75.73386,"antioquia"
"pavarandó",7.27611,-76.56222,"antioquia"
"la estrella",6.15769,-75.64317,"antioquia"
"san roque",6.89056,-75.50667,"antioquia"
"argelia",5.73127,-75.14257,"antioquia"
"villa ligia",5.93917,-75.65944,"antioquia"
"barroblanco",7.46628,-75.2655,"antioquia"
"el pabón",6.23736,-75.66455,"antioquia"
"las monas",7.29111,-75.93361,"antioquia"
"la patina",6.08278,-74.68611,"antioquia"
"el cocuyo",7.28368,-75.3302,"antioquia"
"el tigre",6.78667,-75.57361,"antioquia"
"monte guaca",6.2387,-75.71255,"antioquia"
"san nicolás",6.81778,-76.1175,"antioquia"
"la germana",6.7,-75.59306,"antioquia"
"campoalegre",7.23909,-75.22543,"antioquia"
"monterrey",8.00934,-76.65668,"antioquia"
"la hundida",6.67556,-75.5575,"antioquia"
"bello horizonte",6.28311,-75.58769,"antioquia"
"altamira",7.07054,-75.06667,"antioquia"
"puerto claver",7.70942,-74.75342,"antioquia"
"el reposo",6.71861,-75.53472,"antioquia"
"la arabia",6.79111,-75.69389,"antioquia"
"san mateo",6.86972,-75.55389,"antioquia"
"trinidad",5.94038,-75.55524,"antioquia"
"media cuesta",6.74361,-76.04722,"antioquia"
"frontina, antioquia",6.78386,-76.13478,"antioquia"
"la zorra",7.31518,-75.37171,"antioquia"
"el llano de córdoba",7.03647,-74.7055,"antioquia"
"altamira",6.21944,-75.94889,"antioquia"
"urbanización santa maría la nueva",6.17239,-75.61917,"antioquia"
"el recreo",6.82222,-75.53222,"antioquia"
"la mansion",5.9754,-75.53559,"antioquia"
"sincerín",7.67139,-76.64722,"antioquia"
"sincelejo",7.17852,-75.58935,"antioquia"
"san pedro",6.46135,-75.55778,"antioquia"
"hato grande",6.65028,-75.9875,"antioquia"
"castalia",6.29516,-75.63024,"antioquia"
"la lonia",5.85484,-75.5312,"antioquia"
"urabá",6.82833,-75.51306,"antioquia"
"establo",6.95861,-75.52111,"antioquia"
"el valle",6.70278,-75.64722,"antioquia"
"currulao",7.99489,-76.63899,"antioquia"
"buenos aires",7.26945,-75.20671,"antioquia"
"alejandria",7.28282,-75.48632,"antioquia"
"damasco",5.79447,-75.57411,"antioquia"
"el sueldo",6.67056,-75.86833,"antioquia"
"cañusales",7.53333,-76.66667,"antioquia"
"el modelo",8.03333,-74.9,"antioquia"
"monte blanco",7.32651,-75.35838,"antioquia"
"la clara",6.57417,-76.09556,"antioquia"
"horizontes",6.239,-75.63689,"antioquia"
"la vega",7.06736,-75.34943,"antioquia"
"el telar",6.50417,-75.58972,"antioquia"
"la mayoría",6.25752,-75.67629,"antioquia"
"ciruela",6.53611,-75.77361,"antioquia"
"san bernardo",6.22606,-75.59465,"antioquia"
"dabeiba",7.00017,-76.26915,"antioquia"
"el bosque",6.00191,-75.61549,"antioquia"
"castilla",6.29159,-75.57215,"antioquia"
"la hoyada",6.80778,-75.95278,"antioquia"
"la aguada",6.535,-75.69639,"antioquia"
"la esperanza",7.28205,-75.31579,"antioquia"
"la frisola",6.3039,-75.67315,"antioquia"
"el reposo",7.05694,-75.40139,"antioquia"
"la esperanza",7.09611,-75.36833,"antioquia"
"el peñol",7.12917,-75.45833,"antioquia"
"el tagual",7.27722,-75.97722,"antioquia"
"la honda",6.78224,-76.09097,"antioquia"
"el edén",6.64528,-76.085,"antioquia"
"pegadó",7.09006,-76.40952,"antioquia"
"la selva",6.60167,-76.13889,"antioquia"
"la trinidad",7.08333,-76.23333,"antioquia"
"el peñol",6.18815,-75.50861,"antioquia"
"la guayana",7.16631,-75.21752,"antioquia"
"villa rocío",7.72194,-76.66944,"antioquia"
"la linda",6.66301,-75.57612,"antioquia"
"villa maria",8.11523,-76.72039,"antioquia"
"hurreco",6.50389,-75.98417,"antioquia"
"colombia",7.21375,-75.37132,"antioquia"
"puerto nare",6.18643,-74.583,"antioquia"
"el silencio",7.31816,-75.3558,"antioquia"
"imarco",6.21667,-74.58333,"antioquia"
"vega del río",6.80056,-75.65222,"antioquia"
"la trinidad",7.15,-75.23333,"antioquia"
"el vergel",6.52583,-75.61,"antioquia"
"el silencio",6.94583,-75.53944,"antioquia"
"guayabal",6.96222,-75.72278,"antioquia"
"oro",6.57222,-76.13667,"antioquia"
"cristalina",7.0525,-75.23583,"antioquia"
"río de janeiro",6.28635,-75.61506,"antioquia"
"la argentina",6.88917,-75.5325,"antioquia"
"la estrella",7.26472,-75.95472,"antioquia"
"el trapiche",5.99978,-75.65002,"antioquia"
"timotea",6.66667,-74.38333,"antioquia"
"el turro",6.93139,-76.09889,"antioquia"
"amsterco",8.03887,-76.65746,"antioquia"
"juan moreno",8.00292,-76.69295,"antioquia"
"cucharal",8.01382,-75.20764,"antioquia"
"la granja",7.02167,-75.19139,"antioquia"
"tenche",6.9,-75.25,"antioquia"
"la mirada",6.11667,-75.72156,"antioquia"
"filo seco",6.86972,-75.94056,"antioquia"
"el percal",6.65333,-75.78806,"antioquia"
"el potrero",6.70444,-75.78667,"antioquia"
"el rosal",6.24747,-75.69903,"antioquia"
"diego echavarría",6.21601,-75.59545,"antioquia"
"zea",7.28333,-75.01667,"antioquia"
"guadualito",8.04438,-76.68316,"antioquia"
"membrillal",6.89083,-75.80667,"antioquia"
"la floresta",7.23196,-75.49455,"antioquia"
"la hondura",6.96417,-75.77833,"antioquia"
"san cayetano",5.88804,-75.68089,"antioquia"
"el totumal",6.8475,-76.09917,"antioquia"
"el carmen",7.77611,-76.71417,"antioquia"
"cuchilla morrogacho",6.67611,-76.03722,"antioquia"
"zapata",8.68368,-76.63868,"antioquia"
"vereda sector playas",6.28853,-75.65509,"antioquia"
"casa de ordeno",7.00749,-75.50019,"antioquia"
"san josé",5.73498,-75.8703,"antioquia"
"la esmeralda",7.2797,-75.30157,"antioquia"
"el aguacuate",7.18034,-75.45239,"antioquia"
"raudal",6.47667,-74.56972,"antioquia"
"el cañón",6.24586,-75.65834,"antioquia"
"careperro",6.63861,-76.08222,"antioquia"
"aquitas",7.33343,-75.46906,"antioquia"
"ciénaga",7.05278,-75.26917,"antioquia"
"la constancia",7.2794,-75.47882,"antioquia"
"pimpres",6.02093,-75.62262,"antioquia"
"chontaduro",6.78833,-76.06528,"antioquia"
"sevilla",7.15167,-75.45389,"antioquia"
"unidad residencial altamira",6.28153,-75.58353,"antioquia"
"el carmen",7.39734,-75.40583,"antioquia"
"el encanto",6.79974,-75.11256,"antioquia"
"el carmín",7.20047,-75.23964,"antioquia"
"san rafael",7.01667,-75.98333,"antioquia"
"sepultura",6.39807,-75.57169,"antioquia"
"titumán",8.48333,-76.3,"antioquia"
"la hundida",7.00278,-75.46278,"antioquia"
"conjunto residencial san lorenzo del escorial",6.26644,-75.59952,"antioquia"
"el elvira",5.85034,-75.55181,"antioquia"
"el hatillo",6.20479,-75.73143,"antioquia"
"guamal",6.16398,-75.74203,"antioquia"
"gloria",6.63278,-75.98722,"antioquia"
"el uvero",8.74611,-76.58107,"antioquia"
"luisines",6.07577,-75.49982,"antioquia"
"el volcán",6.53889,-75.69333,"antioquia"
"toyugano",6.95333,-75.80639,"antioquia"
"cuturú",7.91667,-74.78333,"antioquia"
"el naranjal",7.6,-74.83333,"antioquia"
"el ciprés",6.62083,-76.10472,"antioquia"
"san joaquín",5.78333,-75.93333,"antioquia"
"la porra",6.64173,-76.10222,"antioquia"
"sucre",6.246,-75.55335,"antioquia"
"cardeño",7.18951,-75.39304,"antioquia"
"loma de los zuleta",6.17631,-75.61664,"antioquia"
"platanares",7.08988,-74.74406,"antioquia"
"el guayabo",6.67806,-76.26972,"antioquia"
"la maría",7.19899,-75.45056,"antioquia"
"jerigua",6.99222,-75.89333,"antioquia"
"aguilar",6.76417,-75.97083,"antioquia"
"la camelia",6.0363,-75.65227,"antioquia"
"cafetal",7.15501,-75.38141,"antioquia"
"campeche",7.33973,-75.40515,"antioquia"
"caserio puerto barrios",8.08994,-76.8385,"antioquia"
"la ganja",7.19878,-75.37925,"antioquia"
"conjunto residencial doña maría",6.2772,-75.58803,"antioquia"
"el silencio velásquez",6.7925,-75.63472,"antioquia"
"la fonda",6.64194,-75.6075,"antioquia"
"la palmera",7.12096,-75.33135,"antioquia"
"curadientes",6.78333,-76.25,"antioquia"
"la florida",6.74056,-75.59028,"antioquia"
"puerto neiva",8.00822,-75.10186,"antioquia"
"el carmen",7.145,-75.08056,"antioquia"
"el tejar",6.74333,-75.64472,"antioquia"
"la mesa",6.59083,-75.96972,"antioquia"
"la golondrina",6.92917,-76.22083,"antioquia"
"el oso",7.29858,-75.74183,"antioquia"
"palenque",6.84639,-75.91111,"antioquia"
"la maría",6.65,-74.38333,"antioquia"
"tunita",6.6125,-75.88306,"antioquia"
"barroblanco",7.05361,-75.45528,"antioquia"
"el pio",6.24467,-75.69864,"antioquia"
"las bocas",6.66361,-76.28222,"antioquia"
"san fermín",7.11722,-75.41714,"antioquia"
"nobaga",6.82667,-76.18028,"antioquia"
"el retiro",7.44591,-75.40577,"antioquia"
"el quince",7.40479,-75.3078,"antioquia"
"el papayo",7.13778,-75.2225,"antioquia"
"conejeras",6.07819,-75.49896,"antioquia"
"la trinidad",7.26869,-75.33218,"antioquia"
"la montaña",6.67361,-76.29861,"antioquia"
"la ardita",5.85178,-75.66066,"antioquia"
"guayabal",6.40254,-75.575,"antioquia"
"el auxilio",7.08417,-75.56556,"antioquia"
"bellavista",6.02706,-75.71783,"antioquia"
"el roble",6.19193,-75.70828,"antioquia"
"la loma",6.84512,-76.18241,"antioquia"
"la pava",6.58861,-75.55389,"antioquia"
"la meseta",5.73952,-75.84816,"antioquia"
"cristalina",7.1975,-75.43139,"antioquia"
"el uno",8.10817,-76.73442,"antioquia"
"juan barrientos",6.51278,-75.58778,"antioquia"
"retiro",6.05861,-75.50306,"antioquia"
"guadual",5.9293,-75.46234,"antioquia"
"el tablado",6.9875,-75.60806,"antioquia"
"el yarumo",6.29625,-75.63117,"antioquia"
"la primavera",6.79028,-75.65333,"antioquia"
"santo domingo",6.90889,-75.71861,"antioquia"
"nueva esperanza",8.37041,-76.69854,"antioquia"
"la conspiración",7.07972,-75.41417,"antioquia"
"la florida",6.87528,-75.76194,"antioquia"
"quimula",6.70417,-76.09222,"antioquia"
"piedras",5.95005,-75.43599,"antioquia"
"el barcino",7.01333,-75.2475,"antioquia"
"llanoadentro",6.72167,-76.03583,"antioquia"
"venus",8.70553,-76.46464,"antioquia"
"san isidro",6.22468,-75.69294,"antioquia"
"el turcal",6.98417,-75.52361,"antioquia"
"santa ana",6.16183,-75.72849,"antioquia"
"la golondrina",6.63249,-76.10829,"antioquia"
"ríogrande",6.54001,-75.39885,"antioquia"
"nobogacita",6.80667,-76.20861,"antioquia"
"alicante",6.6,-74.41667,"antioquia"
"el vesubio",6.88917,-75.52333,"antioquia"
"el rodeo",6.20749,-75.58741,"antioquia"
"santa teresa",6.37917,-74.8575,"antioquia"
"cristóbal",6.24735,-75.61288,"antioquia"
"llano grande",6.52139,-75.5925,"antioquia"
"cacahual",7.58333,-75.46667,"antioquia"
"la esmeralda",7.16056,-75.46778,"antioquia"
"siberia",5.903,-75.92944,"antioquia"
"sitio san isidro",6.10768,-75.73354,"antioquia"
"la vega",7.09722,-75.60583,"antioquia"
"henao",6.74278,-75.55806,"antioquia"
"el ocal",7.35194,-75.93167,"antioquia"
"el espejo",6.33929,-75.58864,"antioquia"
"oriente",6.27562,-75.5389,"antioquia"
"arenosita",7.01667,-74.55,"antioquia"
"lomitas",7.1988,-75.61286,"antioquia"
"santa teresita",6.18049,-75.70185,"antioquia"
"la poa",6.70724,-75.5013,"antioquia"
"la aldaña",6.60817,-75.68679,"antioquia"
"volandra",8.82138,-76.47346,"antioquia"
"santa rita",6.04326,-75.63994,"antioquia"
"diluvio",7.4629,-75.3285,"antioquia"
"santa bárbara",6.79645,-76.0582,"antioquia"
"la concha",7.21194,-75.08361,"antioquia"
"la zapata",6.685,-76.23222,"antioquia"
"quebrada la cascada",6.77778,-76.23444,"antioquia"
"la silla",5.56865,-75.62142,"antioquia"
"chupadero",6.89389,-76.01889,"antioquia"
"el guaico",5.58755,-75.61921,"antioquia"
"la argella",6.77861,-75.54111,"antioquia"
"el tejar",6.85861,-75.5275,"antioquia"
"buenavista",6.11972,-75.59755,"antioquia"
"el porvenir",6.02976,-75.62554,"antioquia"
"los mangos",6.24786,-75.5462,"antioquia"
"las delicias",6.61333,-76.11278,"antioquia"
"aguadita",6.80972,-76.07667,"antioquia"
"peña blanca",7.23972,-75.89861,"antioquia"
"la fortuna",6.76417,-75.86,"antioquia"
"la meseta",6.95722,-75.77278,"antioquia"
"la vianca",7.21453,-75.23523,"antioquia"
"la ursula",5.89148,-75.58647,"antioquia"
"california",6.07587,-75.50079,"antioquia"
"aguacatal",7.1026,-75.40524,"antioquia"
"el hoyo",6.25468,-75.70121,"antioquia"
"el yerbal",6.645,-75.69278,"antioquia"
"puerto matanza",7.73333,-74.75,"antioquia"
"pajuil",5.75,-74.88333,"antioquia"
"cachiflín",7.0475,-75.29444,"antioquia"
"el café",6.82222,-76.03722,"antioquia"
"vereda el patio",6.27269,-75.66148,"antioquia"
"la hacienda",6.72583,-75.81389,"antioquia"
"yarumalito",6.27043,-75.69756,"antioquia"
"campamento",7.47512,-75.33082,"antioquia"
"el zancudo",5.89452,-75.65609,"antioquia"
"el barciao",6.47389,-74.97528,"antioquia"
"los pomos",6.67694,-76.13528,"antioquia"
"el reposo",8.06029,-76.67724,"antioquia"
"zancudito",6.51667,-75.58333,"antioquia"
"la margarita",5.95859,-76.00768,"antioquia"
"ocete",6.6,-75.8,"antioquia"
