"city","latitude","longitude","region"
"canangua",3.77389,-76.36694,"valle del cauca"
"orisol",3.55361,-76.11444,"valle del cauca"
"albán",4.77984,-76.17017,"valle del cauca"
"punta soldado",3.76907,-77.16887,"valle del cauca"
"buenos aires",3.53778,-76.18389,"valle del cauca"
"paso la torre",3.63056,-76.45139,"valle del cauca"
"jordanes",3.16167,-76.51611,"valle del cauca"
"albornoz",3.82667,-76.37472,"valle del cauca"
"zanjón pampamá",3.68722,-76.34833,"valle del cauca"
"alejandria",3.76806,-76.05861,"valle del cauca"
"divino niño",4.02417,-75.97611,"valle del cauca"
"el faro",3.50569,-76.41486,"valle del cauca"
"san isidro",4.45361,-76.21056,"valle del cauca"
"el hatico",3.64056,-76.32111,"valle del cauca"
"la alameda",3.43351,-76.53305,"valle del cauca"
"san joaquín",3.66667,-76.68333,"valle del cauca"
"la esperanza",4.02301,-75.78911,"valle del cauca"
"santa mónica",3.46507,-76.53131,"valle del cauca"
"murillo",3.43333,-76.28333,"valle del cauca"
"maracaibo",3.74161,-76.31712,"valle del cauca"
"combeima",4.03,-75.85639,"valle del cauca"
"san pedro",4.55,-76.1,"valle del cauca"
"atuncela",3.73778,-76.67639,"valle del cauca"
"la marina",4.76667,-75.91667,"valle del cauca"
"barcos",3.37981,-77.133,"valle del cauca"
"guacas",3.29606,-76.16567,"valle del cauca"
"arriba",3.74386,-76.3048,"valle del cauca"
"naranjal",3.69528,-76.29917,"valle del cauca"
"aures",4.23785,-75.83312,"valle del cauca"
"barrancas",3.5465,-76.21524,"valle del cauca"
"el placer",3.6825,-76.26667,"valle del cauca"
"aguaclara",3.67278,-76.94444,"valle del cauca"
"san cristóbal",4.0148,-75.86379,"valle del cauca"
"ciudad córdoba",3.40159,-76.50532,"valle del cauca"
"bellavista",3.75111,-76.49889,"valle del cauca"
"monte redondo",3.37263,-76.57783,"valle del cauca"
"la quiebra",4.17972,-75.8525,"valle del cauca"
"san antonio",3.695,-76.025,"valle del cauca"
"el prado",3.8537,-76.38551,"valle del cauca"
"pichindé",3.43383,-76.61784,"valle del cauca"
"san marcos",4.2,-75.95,"valle del cauca"
"betulia",3.52583,-76.10583,"valle del cauca"
"aguas claras",4.61667,-76.18333,"valle del cauca"
"san jerónimo",3.63139,-76.3475,"valle del cauca"
"santa rita",4.08833,-75.98972,"valle del cauca"
"la cascada",3.6,-76.85,"valle del cauca"
"el delirio",4.00361,-75.90917,"valle del cauca"
"olaya herrera",3.58333,-76.65,"valle del cauca"
"alto bonito",4.13306,-75.99,"valle del cauca"
"el danubio",3.60694,-76.87889,"valle del cauca"
"san marcos",3.6598,-76.46665,"valle del cauca"
"buyal",3.54992,-76.39389,"valle del cauca"
"la esperanza",3.91341,-77.09416,"valle del cauca"
"corazón",3.79313,-75.99092,"valle del cauca"
"la zulia",3.96583,-75.89278,"valle del cauca"
"florencia",3.57534,-76.36175,"valle del cauca"
"nogales",3.9,-76.03333,"valle del cauca"
"santa inés",3.71444,-76.32028,"valle del cauca"
"barrio la campiña",3.48051,-76.5323,"valle del cauca"
"santa marta",3.72139,-76.27917,"valle del cauca"
"verbenal",4.06427,-76.21819,"valle del cauca"
"venecia",4.01472,-76.29722,"valle del cauca"
"santa teresita",3.74361,-76.25889,"valle del cauca"
"galicia",3.51228,-76.39854,"valle del cauca"
"galicia",3.62706,-76.39423,"valle del cauca"
"manzano",4.31667,-75.9,"valle del cauca"
"siberia",3.78667,-76.06778,"valle del cauca"
"el rosal",3.68333,-76.73333,"valle del cauca"
"calabazas",4.82694,-75.91639,"valle del cauca"
"san josé",3.87698,-77.06467,"valle del cauca"
"casa de zinc",3.77111,-76.41389,"valle del cauca"
"la crítica",4.18639,-75.85639,"valle del cauca"
"obrero",3.44902,-76.52036,"valle del cauca"
"bellavista",3.51611,-76.11472,"valle del cauca"
"juanchito",3.45058,-76.47458,"valle del cauca"
"huasanó",4.24417,-76.24472,"valle del cauca"
"les dalias",3.6465,-76.037,"valle del cauca"
"las vegas",3.574,-76.05322,"valle del cauca"
"cayetano",3.86802,-76.37147,"valle del cauca"
"obando",3.57557,-76.40397,"valle del cauca"
"contente",4.49611,-76.02917,"valle del cauca"
"las vegas",3.74556,-76.38722,"valle del cauca"
"capilla del socorro",4.18222,-76.21,"valle del cauca"
"felidia",3.45594,-76.60964,"valle del cauca"
"el espejo",3.29732,-76.40315,"valle del cauca"
"vallejuelo",4.36309,-76.01397,"valle del cauca"
"crestagallo",3.65,-76.53333,"valle del cauca"
"loma larga",3.66,-76.49083,"valle del cauca"
"hacienda guayabital",3.30473,-76.38892,"valle del cauca"
"carbón el asombro",3.26195,-76.60679,"valle del cauca"
"chupaderos",4.02912,-75.79044,"valle del cauca"
"miravalles",3.24871,-76.586,"valle del cauca"
"el aticito",3.31129,-77.48184,"valle del cauca"
"el trejito",3.6625,-76.32444,"valle del cauca"
"el guachal",3.73056,-76.40778,"valle del cauca"
"potrerito",3.22702,-76.57924,"valle del cauca"
"la rivera",4.05006,-75.7876,"valle del cauca"
"cañaveralejo",3.4158,-76.55094,"valle del cauca"
"el limonar",3.59417,-76.66472,"valle del cauca"
"chonta duro",3.27912,-76.57637,"valle del cauca"
"santo domingo",3.25863,-76.56474,"valle del cauca"
"malibú",3.57639,-76.32833,"valle del cauca"
"madura",3.59722,-76.0125,"valle del cauca"
"menterredondo",3.97361,-76.20639,"valle del cauca"
"san antonio",3.26467,-77.25295,"valle del cauca"
"maravia",3.7575,-76.1425,"valle del cauca"
"milan",3.70944,-76.36667,"valle del cauca"
"la novillera",3.21129,-76.56413,"valle del cauca"
"san felipe",3.1775,-76.58944,"valle del cauca"
"filadefia",3.225,-76.55389,"valle del cauca"
"cisneros",3.82306,-76.78444,"valle del cauca"
"campamento alcazar",4.305,-76.02167,"valle del cauca"
"belén",3.74924,-76.27353,"valle del cauca"
"quintero",4.45,-76.08333,"valle del cauca"
"las cañas",3.16668,-76.61177,"valle del cauca"
"san antonio",3.68558,-76.35005,"valle del cauca"
"el diamante",3.50444,-76.14167,"valle del cauca"
"cachimbal",3.78056,-76.46806,"valle del cauca"
"morelia",3.80417,-76.06083,"valle del cauca"
"naranial",3.97333,-76.1575,"valle del cauca"
"el diluvio",3.86748,-76.12585,"valle del cauca"
"san antonio",3.80067,-77.06891,"valle del cauca"
"la buitrera",3.45,-76.15,"valle del cauca"
"la esperanza",4.45639,-76.23083,"valle del cauca"
"san joaquín",3.95324,-77.05667,"valle del cauca"
"sartanejal",4.07947,-76.08964,"valle del cauca"
"la estralla",4.01222,-76.11083,"valle del cauca"
"la luisa",4.34583,-76.11111,"valle del cauca"
"barrancas",3.54389,-76.23667,"valle del cauca"
"trujillo",4.21217,-76.31945,"valle del cauca"
"la luisa",4.46361,-76.08972,"valle del cauca"
"la pradera",4.68927,-76.08657,"valle del cauca"
"agua sucia",3.27683,-76.58195,"valle del cauca"
"san rafael",3.72167,-76.29778,"valle del cauca"
"la palma",3.7,-76.55,"valle del cauca"
"canaima",3.78167,-76.19528,"valle del cauca"
"bellavista",4.23333,-75.93333,"valle del cauca"
"el porvenir",3.8082,-76.46895,"valle del cauca"
"el papuyo",3.27917,-77.3025,"valle del cauca"
"pardo",4.07389,-76.06417,"valle del cauca"
"rosa zárate",3.68333,-76.07278,"valle del cauca"
"cumbarco",4.19639,-75.8325,"valle del cauca"
"la victoria",4.52483,-76.03921,"valle del cauca"
"el limonar",3.39778,-76.51139,"valle del cauca"
"altaflor",4.12444,-75.96972,"valle del cauca"
"el recreo",3.39958,-76.20362,"valle del cauca"
"el hato",4.06472,-75.92444,"valle del cauca"
"la loma",3.9075,-75.91722,"valle del cauca"
"balcanes",3.84972,-76.09,"valle del cauca"
"potrerillo",3.55361,-76.19917,"valle del cauca"
"santa elena",3.45,-76.45,"valle del cauca"
"la siria",4.12306,-76.37083,"valle del cauca"
"las palmas",3.6275,-76.43472,"valle del cauca"
"la fé",4.10028,-75.85167,"valle del cauca"
"san jerónimo",4.73546,-75.90729,"valle del cauca"
"zacarías",3.81814,-77.00154,"valle del cauca"
"san antonio",3.53944,-76.24333,"valle del cauca"
"el cedral",3.88306,-75.91139,"valle del cauca"
"el pando",3.87694,-75.9125,"valle del cauca"
"el bosque",3.53394,-76.20386,"valle del cauca"
"el bosque",4.06167,-76.36889,"valle del cauca"
"limones",4.38833,-76.04861,"valle del cauca"
"san vicente",3.66667,-76.68333,"valle del cauca"
"san joaquín",3.85396,-76.36737,"valle del cauca"
"la vuelta de la oreja",4.11,-75.89972,"valle del cauca"
"el tabor",3.6075,-76.03472,"valle del cauca"
"betanía",3.58361,-76.1725,"valle del cauca"
"el socorro",3.56472,-76.35139,"valle del cauca"
"buenavista",3.75378,-76.48258,"valle del cauca"
"puerto arturo",4.07222,-76.3725,"valle del cauca"
"el charco",3.44914,-77.3257,"valle del cauca"
"crio el barranco",3.36691,-77.35585,"valle del cauca"
"san francisco",3.28414,-76.2242,"valle del cauca"
"holguín",4.50659,-75.98615,"valle del cauca"
"canca",3.68778,-76.42667,"valle del cauca"
"maría luisa",3.34336,-76.2849,"valle del cauca"
"holanda",4.44014,-75.94002,"valle del cauca"
"costa rica",3.89361,-75.89306,"valle del cauca"
"ciudad jardín",3.36139,-76.53429,"valle del cauca"
"campo algro",3.93772,-76.44102,"valle del cauca"
"vereda ginebra",4.1106,-76.23171,"valle del cauca"
"santa bárbara",3.75401,-76.2616,"valle del cauca"
"pueblo nuevo",3.88384,-77.07263,"valle del cauca"
"gamboa",3.91111,-76.025,"valle del cauca"
"el raizal",4.73333,-76.15,"valle del cauca"
"cantalamota",3.57528,-76.34861,"valle del cauca"
"playita",3.87842,-77.06955,"valle del cauca"
"el billar",4.8219,-76.08239,"valle del cauca"
"caracolí",3.78833,-76.3825,"valle del cauca"
"satianazo",3.62222,-76.07056,"valle del cauca"
"san pedro claver",3.28917,-77.30111,"valle del cauca"
"bochiquila",4.24277,-76.38459,"valle del cauca"
"maravélez",4.6775,-75.71917,"valle del cauca"
"la base",3.50389,-75.98861,"valle del cauca"
"aguaclara",3.50111,-76.23556,"valle del cauca"
"tulcán",4.65,-76.3,"valle del cauca"
"puerta dagua",3.73333,-76.68333,"valle del cauca"
"zabaletas",3.74497,-76.96005,"valle del cauca"
"san josé",4.95,-76.05,"valle del cauca"
"guayabalito",3.73917,-76.13778,"valle del cauca"
"cauguya",3.55139,-76.4175,"valle del cauca"
"el corozal",3.38333,-76.43333,"valle del cauca"
"cuchipa",4.12899,-76.2166,"valle del cauca"
"mulaló",3.63528,-76.47417,"valle del cauca"
"trinidad",3.80063,-76.30984,"valle del cauca"
"puentetierra",3.87116,-76.46012,"valle del cauca"
"las palamas",3.73802,-77.16402,"valle del cauca"
"los bancos",3.89701,-76.02625,"valle del cauca"
"hacienda las camelias",3.30743,-76.41293,"valle del cauca"
"el catre",4.34594,-76.42497,"valle del cauca"
"san josé",4.09333,-76.35889,"valle del cauca"
"los medios",3.92056,-76.20722,"valle del cauca"
"el boquerón",3.36657,-76.51679,"valle del cauca"
"carbón del jordán",3.24561,-76.5968,"valle del cauca"
"aserrío primavera",3.32778,-77.34583,"valle del cauca"
"campo alegre",3.54,-76.05889,"valle del cauca"
"la cabaña",4.23144,-75.9494,"valle del cauca"
"paso de la bolsa",3.19639,-76.51528,"valle del cauca"
"santa ana",4.76694,-75.95,"valle del cauca"
"el overo",4.24498,-76.13362,"valle del cauca"
"los sauces",3.56611,-76.11778,"valle del cauca"
"manigua",3.6093,-76.16235,"valle del cauca"
"palmeras",3.23389,-76.5475,"valle del cauca"
"los sauces",3.62944,-76.10583,"valle del cauca"
"la providencia",3.72154,-76.75772,"valle del cauca"
"el cairo",4.76279,-76.221,"valle del cauca"
"la chacra",3.23222,-76.54167,"valle del cauca"
"mocoa",3.83889,-76.34806,"valle del cauca"
"jalisco",3.25413,-76.54346,"valle del cauca"
"san antonio",3.73525,-76.32216,"valle del cauca"
"mi ranchito",3.58583,-76.33361,"valle del cauca"
"la esperanza",3.215,-76.56278,"valle del cauca"
"san fernando",3.95972,-75.95667,"valle del cauca"
"la carmelita",4.18944,-75.85028,"valle del cauca"
"barranco",3.70173,-76.22903,"valle del cauca"
"el tambor",3.76524,-76.48507,"valle del cauca"
"la novillera brion",3.19833,-76.54222,"valle del cauca"
"las brisas",4.12083,-75.96833,"valle del cauca"
"nápoles",3.66167,-76.01667,"valle del cauca"
"quebrada pitirrito",3.83706,-77.04303,"valle del cauca"
"el cruero",3.97934,-76.24658,"valle del cauca"
"la ribera",4.01667,-76.45,"valle del cauca"
"la calera",4.18583,-75.96722,"valle del cauca"
"la gorgona",3.39572,-76.38685,"valle del cauca"
"nariño",4.095,-76.23778,"valle del cauca"
"la fonda",3.99611,-76.3825,"valle del cauca"
"la mina",4.05,-76.1,"valle del cauca"
"la estrella",3.84867,-76.45257,"valle del cauca"
"el castillo",3.85667,-76.4925,"valle del cauca"
"robledo",4.25111,-76.22778,"valle del cauca"
"la fe",3.79222,-76.31389,"valle del cauca"
"la florida",3.58056,-76.00917,"valle del cauca"
"los manzanos",3.68611,-76.20028,"valle del cauca"
"san juan",3.96667,-76.41667,"valle del cauca"
"puerto fenicia",4.1,-76.4,"valle del cauca"
"san josé",4.11674,-76.07293,"valle del cauca"
"esmeralda",3.54028,-76.14556,"valle del cauca"
"puerto pedrero",4.31667,-76.18333,"valle del cauca"
"camelias",3.58889,-76.15722,"valle del cauca"
"el guayabo",3.54167,-76.10389,"valle del cauca"
"la cabaña",4.00583,-75.83556,"valle del cauca"
"morelia",4.48111,-76.11722,"valle del cauca"
"tibi",4.06667,-75.76667,"valle del cauca"
"los alpes",3.72194,-76.69111,"valle del cauca"
"naranjal",4.3575,-76.35444,"valle del cauca"
"argelia",3.605,-76.43139,"valle del cauca"
"antonio nariño",3.72891,-76.24234,"valle del cauca"
"la matilde",3.75115,-76.35104,"valle del cauca"
"el engaño",3.58333,-76.8,"valle del cauca"
"gurungú",4.06667,-76.33333,"valle del cauca"
"asturia",3.72972,-76.2925,"valle del cauca"
"el higueronal",3.41667,-76.28333,"valle del cauca"
"la palmera",4.12874,-76.251,"valle del cauca"
"calabazo",4.37694,-76.09361,"valle del cauca"
"tabor",3.78811,-76.16059,"valle del cauca"
"las mirlas",3.8075,-76.11333,"valle del cauca"
"oriente",4.2,-76.23333,"valle del cauca"
"cali",3.43722,-76.5225,"valle del cauca"
"balsora",3.83861,-76.00861,"valle del cauca"
"santa lucía",3.45426,-76.47035,"valle del cauca"
"el argel",4.03528,-75.91222,"valle del cauca"
"los estrechos",4.09528,-76.32389,"valle del cauca"
"las mercedes",4.19222,-76.33167,"valle del cauca"
"mandes",4.15361,-76.06306,"valle del cauca"
"el silencio",3.62417,-76.38333,"valle del cauca"
"el salado",3.53278,-76.12389,"valle del cauca"
"san marcos",3.65278,-76.46139,"valle del cauca"
"oromos",4.45664,-76.12551,"valle del cauca"
"andalucía",4.17061,-76.16641,"valle del cauca"
"el socorro",3.54417,-76.13222,"valle del cauca"
"san jorge",3.86028,-76.29417,"valle del cauca"
"brasil",3.6075,-76.42139,"valle del cauca"
"el guabal",3.75194,-76.41528,"valle del cauca"
"portugal",4.05472,-76.35583,"valle del cauca"
"el rubí",4.03047,-76.38299,"valle del cauca"
"galicía",4.17361,-76.05667,"valle del cauca"
"modín",4.67556,-75.88861,"valle del cauca"
"san martin",4.24194,-76.1275,"valle del cauca"
"lusitania",3.72302,-76.28203,"valle del cauca"
"la floresta",3.88417,-75.89417,"valle del cauca"
"estampilla",3.54806,-76.34556,"valle del cauca"
"aserrío el carmen",3.31667,-77.3275,"valle del cauca"
"el ají",3.28462,-77.409,"valle del cauca"
"bolo azul",3.45,-76.05,"valle del cauca"
"santa rita",3.56222,-76.27833,"valle del cauca"
"aguas lindas",4.42556,-76.32889,"valle del cauca"
"las palmas",4.00139,-75.88861,"valle del cauca"
"los andinos",3.83976,-77.26629,"valle del cauca"
"cuñapa",3.4317,-77.15943,"valle del cauca"
"granja avicola",3.55083,-76.24333,"valle del cauca"
"la ventura",3.39198,-77.13959,"valle del cauca"
"santa teresa",3.84472,-76.22167,"valle del cauca"
"guabas",3.74734,-76.31252,"valle del cauca"
"el placer",3.61778,-76.26611,"valle del cauca"
"azcárete",3.84167,-76.32722,"valle del cauca"
"villa rodas",4.61583,-75.88361,"valle del cauca"
"termopilas",3.78417,-76.0475,"valle del cauca"
"trapiche",3.522,-76.197,"valle del cauca"
"caney",4.47361,-76.17889,"valle del cauca"
"obando",4.57583,-75.97389,"valle del cauca"
"salomita",3.48333,-76.48333,"valle del cauca"
"tiatino",3.64278,-76.07528,"valle del cauca"
"trapiche",3.58776,-76.38811,"valle del cauca"
"tuniaco",3.60697,-76.19814,"valle del cauca"
"club del comercio",3.8775,-76.29722,"valle del cauca"
"trejo plata",3.65417,-76.34583,"valle del cauca"
"ceilán",4.11087,-76.04124,"valle del cauca"
"el aguacate",4.40028,-76.18639,"valle del cauca"
"montegrande",4.38639,-75.82529,"valle del cauca"
"el brillante",4.2743,-76.2048,"valle del cauca"
"el carmen",4.36361,-76.24167,"valle del cauca"
"palmeras",3.86763,-75.95345,"valle del cauca"
"mandayo",3.45033,-77.29118,"valle del cauca"
"córcega",3.68917,-76.36861,"valle del cauca"
"hacienda el silencio",3.29968,-76.37315,"valle del cauca"
"santa lucía",3.98333,-75.91667,"valle del cauca"
"camargal",3.80028,-76.0325,"valle del cauca"
"la maria",4.35167,-76.1375,"valle del cauca"
"villanueva",4.95,-76.05,"valle del cauca"
"la benedicta",3.67787,-76.42843,"valle del cauca"
"lusitania",3.65167,-76.27806,"valle del cauca"
"la soledad",4.29806,-76.24917,"valle del cauca"
"los naranjos",3.62639,-76.055,"valle del cauca"
"bajo sabaletas",3.81667,-76.61667,"valle del cauca"
"la camila",3.77667,-76.28167,"valle del cauca"
"toro",4.61167,-76.08139,"valle del cauca"
"la rivera",3.97833,-75.86778,"valle del cauca"
"la ceja",3.725,-76.00972,"valle del cauca"
"maracay",3.52972,-76.36972,"valle del cauca"
"santa teresa",4.47405,-76.31453,"valle del cauca"
"la morelia",4.11667,-76.1,"valle del cauca"
"morroñato",4.61667,-76.21667,"valle del cauca"
"navarro",3.39293,-76.46487,"valle del cauca"
"san pedro",3.99219,-76.23926,"valle del cauca"
"las golondrinas",3.52028,-76.09389,"valle del cauca"
"magungo",4.3318,-76.37005,"valle del cauca"
"marañon",3.33713,-76.51708,"valle del cauca"
"guadalito",3.81985,-77.0421,"valle del cauca"
"la brígida",3.81192,-77.02346,"valle del cauca"
"quebrada pitirri",3.83775,-77.04259,"valle del cauca"
"la esmeralda",3.74083,-76.18861,"valle del cauca"
"la gracia",4.55,-76.2,"valle del cauca"
"caucaseco",3.5,-76.46667,"valle del cauca"
"nápoles",3.67028,-76.03389,"valle del cauca"
"la ferreira",3.15312,-76.63344,"valle del cauca"
"olga",3.62583,-76.36944,"valle del cauca"
"orisol",3.56083,-76.09861,"valle del cauca"
"buenos aires",4.11667,-76.41667,"valle del cauca"
"palmaseca",3.52833,-76.45389,"valle del cauca"
"la isla",3.89776,-77.13668,"valle del cauca"
"transformación",3.87832,-77.0142,"valle del cauca"
"los andes",3.41738,-76.63376,"valle del cauca"
"el cidro",4.16556,-76.24917,"valle del cauca"
"la estrelia",3.76778,-76.46192,"valle del cauca"
"la glorieta",4.17472,-76.10333,"valle del cauca"
"paso popayanero",3.53333,-76.46667,"valle del cauca"
"el diamante",4.88333,-76.11667,"valle del cauca"
"campoalegre",3.99806,-76.36917,"valle del cauca"
"las brisas",3.78778,-75.93722,"valle del cauca"
"la iberia",4.05185,-76.09709,"valle del cauca"
"amalia lópez",4.11111,-75.98389,"valle del cauca"
"ventaquemada",4.65159,-76.08667,"valle del cauca"
"arauca",3.65056,-76.45028,"valle del cauca"
"campo alegre",3.98139,-75.83278,"valle del cauca"
"aquablanca",3.68491,-76.35494,"valle del cauca"
"arauca",3.65444,-76.27417,"valle del cauca"
"el paraíso",4.065,-75.835,"valle del cauca"
"altomira",4.17222,-75.91917,"valle del cauca"
"carrizal",3.65722,-76.09028,"valle del cauca"
"la coronillo",4.0575,-75.92333,"valle del cauca"
"san joaquín",3.39162,-76.41667,"valle del cauca"
"santa elena",4.94317,-76.04827,"valle del cauca"
"la maría",3.90611,-76.20722,"valle del cauca"
"la rosa",4.17306,-76.04694,"valle del cauca"
"la palmera",4.04056,-76.47972,"valle del cauca"
"el albión",4.13083,-75.91639,"valle del cauca"
"lusitania",4.78333,-76.03333,"valle del cauca"
"pinares",4.09944,-75.91444,"valle del cauca"
"san antonio",3.58944,-76.42333,"valle del cauca"
"la esmeralda",4.15,-75.95,"valle del cauca"
"el paraíso",3.64222,-76.18389,"valle del cauca"
"san jerónimo",5.09897,-75.04629,"valle del cauca"
"andianapolis",4.16583,-76.38639,"valle del cauca"
"el porvenir",3.54472,-76.06972,"valle del cauca"
"cajones",3.8912,-75.91316,"valle del cauca"
"el rugio",3.97917,-76.34083,"valle del cauca"
"el rosarío",3.6275,-76.14917,"valle del cauca"
"el rosarío",3.62222,-76.18889,"valle del cauca"
"mestizal",4.23667,-76.16167,"valle del cauca"
"campín",3.88238,-77.02777,"valle del cauca"
"britania",3.5225,-76.44667,"valle del cauca"
"la judea",3.97889,-75.89917,"valle del cauca"
"la gorgona",4.01417,-76.31778,"valle del cauca"
"brisuela",3.63278,-76.24139,"valle del cauca"
"la herradura",4.27167,-76.21111,"valle del cauca"
"bonanza",3.79833,-76.31,"valle del cauca"
"el pambor",3.40167,-77.32472,"valle del cauca"
"el placer",3.65,-76.53333,"valle del cauca"
"tres esquinas",4.29239,-75.95375,"valle del cauca"
"el tesore",3.71722,-76.33861,"valle del cauca"
"yumbo",3.58611,-76.50111,"valle del cauca"
"san luis",4.14417,-76.15222,"valle del cauca"
"guanabanal",3.48397,-76.42255,"valle del cauca"
"finalfa",3.62028,-76.35472,"valle del cauca"
"bolo negro",3.43333,-76.1,"valle del cauca"
"mondoma",3.81903,-77.00505,"valle del cauca"
"machetagedó",3.77373,-77.14827,"valle del cauca"
"la tribuna",3.57874,-76.40522,"valle del cauca"
"santa mónica",3.86361,-76.32167,"valle del cauca"
"los planes",3.8825,-75.89111,"valle del cauca"
"la madreselva",4.06944,-75.88972,"valle del cauca"
"simon bolivar",3.92912,-76.49583,"valle del cauca"
"villa eugenia",4.38972,-76.01167,"valle del cauca"
"la paila",4.31917,-76.07278,"valle del cauca"
"arayón",3.41617,-77.13929,"valle del cauca"
"campamento valparaiso",4.28603,-76.081,"valle del cauca"
"sonsito",3.835,-76.28,"valle del cauca"
"las merceditas",3.67944,-76.32222,"valle del cauca"
"los caimos",4.135,-76.2084,"valle del cauca"
"trapiche",3.69583,-76.33528,"valle del cauca"
"ocache",3.70638,-76.48646,"valle del cauca"
"guavito",3.83611,-76.37,"valle del cauca"
"la guinea",3.81667,-76.75,"valle del cauca"
"palmira",3.53944,-76.30361,"valle del cauca"
"sevilla",4.26425,-75.93085,"valle del cauca"
"pantanito",3.85028,-75.94861,"valle del cauca"
"buenaventura",3.58333,-77,"valle del cauca"
"chontaduro terronal",3.62333,-76.3025,"valle del cauca"
"el placer",3.8575,-75.87139,"valle del cauca"
"barrio buenavista",3.87674,-77.02277,"valle del cauca"
"montegrande",4.00464,-76.24894,"valle del cauca"
"puente palo",3.64972,-76.60778,"valle del cauca"
"chundular",3.45,-76.35,"valle del cauca"
"buchitolo",3.38181,-76.36667,"valle del cauca"
"el carmen",4.25333,-76.06861,"valle del cauca"
"venecia",3.65,-76.19028,"valle del cauca"
"carbón el amparo",3.26632,-76.6116,"valle del cauca"
"santa cruz",3.33017,-77.3954,"valle del cauca"
"ermita",3.58306,-76.33944,"valle del cauca"
"barrio bolivariano",3.47104,-76.5146,"valle del cauca"
"la luisa",4.27028,-76.30917,"valle del cauca"
"tarragona",3.28476,-76.33515,"valle del cauca"
"villa fátima",3.35006,-76.51784,"valle del cauca"
"primavera",3.30777,-76.21135,"valle del cauca"
"cebollal",4.16639,-75.90889,"valle del cauca"
"el cairo",4.66724,-76.01667,"valle del cauca"
"bocas de tuluá",4.15609,-76.23243,"valle del cauca"
"la cuchilla",4.36392,-75.9466,"valle del cauca"
"la cascada",3.57083,-76.06194,"valle del cauca"
"el socorro",3.22861,-76.55833,"valle del cauca"
"la ruiza",3.45333,-76.20171,"valle del cauca"
"jorge isaacs",3.46687,-76.51611,"valle del cauca"
"el reflejo",4.15139,-75.87194,"valle del cauca"
"el brillante",3.555,-76.12361,"valle del cauca"
"la cascada",3.54806,-76.08278,"valle del cauca"
"el cabuyal",3.32445,-76.34898,"valle del cauca"
"la unión",4.53282,-76.10318,"valle del cauca"
"antonio nariño",3.41195,-76.50457,"valle del cauca"
"la cabaña",4.75619,-76.07361,"valle del cauca"
"taparal",3.77181,-77.09274,"valle del cauca"
"la guajira",3.97556,-75.96833,"valle del cauca"
"el crucero",3.6758,-76.2371,"valle del cauca"
"costarrica",4.6,-76.2,"valle del cauca"
"pitirri",3.83579,-77.04423,"valle del cauca"
"kilómetro diez y ocho",3.5369,-76.62336,"valle del cauca"
"san miguel",3.3,-76.66667,"valle del cauca"
"tapias",3.78333,-76.28333,"valle del cauca"
"calucé",3.54418,-76.18123,"valle del cauca"
"la esperanza",4.05278,-76.36861,"valle del cauca"
"modelo",3.88367,-77.02574,"valle del cauca"
"cartago",4.74639,-75.91167,"valle del cauca"
"playa del buey",3.90556,-75.97722,"valle del cauca"
"chupadero",3.85972,-76.10806,"valle del cauca"
"brasil",4.14083,-75.98139,"valle del cauca"
"robles",3.12698,-76.59295,"valle del cauca"
"la estancia",3.53528,-76.355,"valle del cauca"
"maracaibo",4.67361,-76.12062,"valle del cauca"
"mayorquín",3.60241,-77.19412,"valle del cauca"
"el diamante",4.59089,-76.17428,"valle del cauca"
"san miguel",3.7225,-76.37861,"valle del cauca"
"santa lucía",3.62472,-76.08833,"valle del cauca"
"el esterito",3.98486,-77.39817,"valle del cauca"
"el líbano",3.58444,-76.20361,"valle del cauca"
"los confines",3.97389,-75.83444,"valle del cauca"
"ginebra",3.72461,-76.26675,"valle del cauca"
"combia",3.69722,-76.02889,"valle del cauca"
"la melba",4.26667,-75.88333,"valle del cauca"
"antonio ricaurte",3.64551,-76.24767,"valle del cauca"
"la gaviota",4.03333,-76.48333,"valle del cauca"
"piedras",4.05528,-76.3325,"valle del cauca"
"potrerillo",3.8,-76.56667,"valle del cauca"
"pueblo nuevo",3.25737,-76.19129,"valle del cauca"
"la coqueta",4.35,-75.93333,"valle del cauca"
"la hondura",4.80206,-76.10127,"valle del cauca"
"la perrera",4.2025,-76.05611,"valle del cauca"
"la palmera",4.45472,-76.07778,"valle del cauca"
"el placer",3.88028,-76.10028,"valle del cauca"
"palomino",4.3089,-75.90267,"valle del cauca"
"las bocas",4.36389,-76.34306,"valle del cauca"
"tambo",4.08333,-77.03333,"valle del cauca"
"el planeta",4.025,-75.85167,"valle del cauca"
"la profunda",4.03611,-75.85583,"valle del cauca"
"pichichí",3.77309,-76.27875,"valle del cauca"
"juan xxiii",3.87884,-77.0349,"valle del cauca"
"kennedy",3.88089,-77.0394,"valle del cauca"
"bremen",4.1225,-75.91611,"valle del cauca"
"el recuerdo",3.80833,-76.335,"valle del cauca"
"el rancho",3.64167,-76.33861,"valle del cauca"
"el rosarío",3.68056,-76.34194,"valle del cauca"
"caracolí",4.38333,-76.08333,"valle del cauca"
"san lorenzo",3.15,-77.2,"valle del cauca"
"playa rica",4.4594,-76.39343,"valle del cauca"
"buenos aires",3.71194,-76.2725,"valle del cauca"
"corozal",4.3972,-75.90427,"valle del cauca"
"normandía",4.26861,-76.1275,"valle del cauca"
"bizarro",3.57111,-76.36917,"valle del cauca"
